subscriber_id,cohort_month,activity_month,months_since_signup,watch_minutes,sessions
206032,2024-07-01,2024-10-01,3,731,6
206033,2024-07-01,2024-07-01,0,673,8
206033,2024-07-01,2024-08-01,1,589,11
206033,2024-07-01,2024-09-01,2,753,5
206034,2024-07-01,2024-07-01,0,747,4
206034,2024-07-01,2024-08-01,1,600,12
206034,2024-07-01,2024-09-01,2,803,9
206034,2024-07-01,2024-10-01,3,697,7
206035,2024-07-01,2024-07-01,0,522,5
206035,2024-07-01,2024-08-01,1,636,7
206035,2024-07-01,2024-09-01,2,620,9
206036,2024-07-01,2024-07-01,0,616,8
206037,2024-07-01,2024-07-01,0,600,6
206037,2024-07-01,2024-08-01,1,558,3
206037,2024-07-01,2024-09-01,2,380,11
206037,2024-07-01,2024-10-01,3,368,5
206037,2024-07-01,2024-11-01,4,497,5
206037,2024-07-01,2024-12-01,5,420,9
206037,2024-07-01,2025-01-01,6,229,8
206038,2024-07-01,2024-07-01,0,279,11
206038,2024-07-01,2024-08-01,1,351,7
206039,2024-07-01,2024-07-01,0,635,7
206040,2024-07-01,2024-07-01,0,811,6
206040,2024-07-01,2024-08-01,1,904,7
206040,2024-07-01,2024-09-01,2,773,3
206040,2024-07-01,2024-10-01,3,561,9
206040,2024-07-01,2024-11-01,4,750,2
206041,2024-07-01,2024-07-01,0,866,8
206041,2024-07-01,2024-08-01,1,872,3
206041,2024-07-01,2024-09-01,2,697,7
206041,2024-07-01,2024-10-01,3,446,7
206042,2024-07-01,2024-07-01,0,473,11
206042,2024-07-01,2024-08-01,1,321,4
206042,2024-07-01,2024-09-01,2,615,6
206043,2024-07-01,2024-07-01,0,768,7
206043,2024-07-01,2024-08-01,1,526,2
206043,2024-07-01,2024-09-01,2,564,6
206043,2024-07-01,2024-10-01,3,618,3
206043,2024-07-01,2024-11-01,4,547,5
206044,2024-07-01,2024-07-01,0,453,5
206044,2024-07-01,2024-08-01,1,576,6
206044,2024-07-01,2024-09-01,2,386,8
206044,2024-07-01,2024-10-01,3,319,9
206045,2024-07-01,2024-07-01,0,582,10
206045,2024-07-01,2024-08-01,1,585,13
206045,2024-07-01,2024-09-01,2,520,4
206046,2024-07-01,2024-07-01,0,836,11
206046,2024-07-01,2024-08-01,1,682,6
206047,2024-07-01,2024-07-01,0,386,7
206047,2024-07-01,2024-08-01,1,396,7
206047,2024-07-01,2024-09-01,2,401,7
206047,2024-07-01,2024-10-01,3,263,6
206048,2024-07-01,2024-07-01,0,277,10
206048,2024-07-01,2024-08-01,1,396,7
206048,2024-07-01,2024-09-01,2,179,7
206049,2024-07-01,2024-07-01,0,281,8
206049,2024-07-01,2024-08-01,1,103,5
206049,2024-07-01,2024-09-01,2,176,7
206049,2024-07-01,2024-10-01,3,458,7
206050,2024-07-01,2024-07-01,0,617,5
206050,2024-07-01,2024-08-01,1,636,6
206050,2024-07-01,2024-09-01,2,416,8
206050,2024-07-01,2024-10-01,3,346,6
206050,2024-07-01,2024-11-01,4,535,4
206051,2024-07-01,2024-07-01,0,219,7
206051,2024-07-01,2024-08-01,1,198,11
206051,2024-07-01,2024-09-01,2,532,6
206051,2024-07-01,2024-10-01,3,238,8
206051,2024-07-01,2024-11-01,4,385,5
206051,2024-07-01,2024-12-01,5,334,7
206051,2024-07-01,2025-01-01,6,377,5
206052,2024-07-01,2024-07-01,0,621,9
206053,2024-07-01,2024-07-01,0,737,8
206053,2024-07-01,2024-08-01,1,353,9
206054,2024-07-01,2024-07-01,0,808,7
206054,2024-07-01,2024-08-01,1,770,6
206054,2024-07-01,2024-09-01,2,772,10
206054,2024-07-01,2024-10-01,3,759,8
206054,2024-07-01,2024-11-01,4,753,4
206055,2024-07-01,2024-07-01,0,836,10
206055,2024-07-01,2024-08-01,1,489,11
206055,2024-07-01,2024-09-01,2,589,8
206056,2024-07-01,2024-07-01,0,817,6
206056,2024-07-01,2024-08-01,1,786,7
206056,2024-07-01,2024-09-01,2,628,6
206057,2024-07-01,2024-07-01,0,191,6
206058,2024-07-01,2024-07-01,0,714,10
206059,2024-07-01,2024-07-01,0,319,11
206059,2024-07-01,2024-08-01,1,138,7
206059,2024-07-01,2024-09-01,2,421,5
206060,2024-07-01,2024-07-01,0,755,15
206060,2024-07-01,2024-08-01,1,490,8
206061,2024-07-01,2024-07-01,0,333,12
206061,2024-07-01,2024-08-01,1,263,10
206062,2024-07-01,2024-07-01,0,297,12
206062,2024-07-01,2024-08-01,1,182,8
206063,2024-07-01,2024-07-01,0,768,8
206064,2024-07-01,2024-07-01,0,797,12
206064,2024-07-01,2024-08-01,1,689,9
206064,2024-07-01,2024-09-01,2,955,5
206064,2024-07-01,2024-10-01,3,648,6
206064,2024-07-01,2024-11-01,4,491,4
206064,2024-07-01,2024-12-01,5,831,4
206065,2024-07-01,2024-07-01,0,865,8
206065,2024-07-01,2024-08-01,1,819,7
206065,2024-07-01,2024-09-01,2,748,8
206066,2024-07-01,2024-07-01,0,673,7
206066,2024-07-01,2024-08-01,1,638,9
206067,2024-07-01,2024-07-01,0,722,7
206068,2024-07-01,2024-07-01,0,467,8
206068,2024-07-01,2024-08-01,1,503,8
206068,2024-07-01,2024-09-01,2,326,7
206069,2024-07-01,2024-07-01,0,886,8
206069,2024-07-01,2024-08-01,1,578,8
206069,2024-07-01,2024-09-01,2,679,4
206069,2024-07-01,2024-10-01,3,927,4
206070,2024-07-01,2024-07-01,0,318,8
206070,2024-07-01,2024-08-01,1,439,12
206071,2024-07-01,2024-07-01,0,470,8
206072,2024-07-01,2024-07-01,0,521,6
206072,2024-07-01,2024-08-01,1,840,9
206072,2024-07-01,2024-09-01,2,715,12
206072,2024-07-01,2024-10-01,3,647,5
206073,2024-07-01,2024-07-01,0,931,8
206074,2024-07-01,2024-07-01,0,357,8
206075,2024-07-01,2024-07-01,0,780,10
206076,2024-07-01,2024-07-01,0,0,11
206076,2024-07-01,2024-08-01,1,101,14
206077,2024-07-01,2024-07-01,0,474,7
206077,2024-07-01,2024-08-01,1,570,10
206077,2024-07-01,2024-09-01,2,199,3
206078,2024-07-01,2024-07-01,0,339,10
206078,2024-07-01,2024-08-01,1,554,6
206078,2024-07-01,2024-09-01,2,506,4
206078,2024-07-01,2024-10-01,3,330,6
206079,2024-07-01,2024-07-01,0,0,9
206079,2024-07-01,2024-08-01,1,362,10
206079,2024-07-01,2024-09-01,2,487,5
206080,2024-07-01,2024-07-01,0,494,7
206080,2024-07-01,2024-08-01,1,614,6
206080,2024-07-01,2024-09-01,2,280,8
206081,2024-07-01,2024-07-01,0,889,10
206081,2024-07-01,2024-08-01,1,739,9
206081,2024-07-01,2024-09-01,2,542,5
206081,2024-07-01,2024-10-01,3,599,6
206082,2024-07-01,2024-07-01,0,163,9
206082,2024-07-01,2024-08-01,1,459,9
206082,2024-07-01,2024-09-01,2,172,6
206083,2024-07-01,2024-07-01,0,667,12
206083,2024-07-01,2024-08-01,1,695,12
206083,2024-07-01,2024-09-01,2,678,9
206083,2024-07-01,2024-10-01,3,706,9
206084,2024-07-01,2024-07-01,0,654,10
206084,2024-07-01,2024-08-01,1,796,10
206084,2024-07-01,2024-09-01,2,536,6
206084,2024-07-01,2024-10-01,3,584,5
206084,2024-07-01,2024-11-01,4,722,6
206084,2024-07-01,2024-12-01,5,607,4
206085,2024-07-01,2024-07-01,0,297,7
206085,2024-07-01,2024-08-01,1,279,6
206085,2024-07-01,2024-09-01,2,409,7
206086,2024-07-01,2024-07-01,0,550,9
206087,2024-07-01,2024-07-01,0,53,8
206088,2024-07-01,2024-07-01,0,666,7
206088,2024-07-01,2024-08-01,1,608,9
206089,2024-07-01,2024-07-01,0,359,10
206090,2024-07-01,2024-07-01,0,921,9
206090,2024-07-01,2024-08-01,1,770,7
206090,2024-07-01,2024-09-01,2,730,6
206091,2024-07-01,2024-07-01,0,822,9
206091,2024-07-01,2024-08-01,1,678,3
206091,2024-07-01,2024-09-01,2,693,7
206092,2024-07-01,2024-07-01,0,718,6
206092,2024-07-01,2024-08-01,1,606,7
206092,2024-07-01,2024-09-01,2,647,8
206092,2024-07-01,2024-10-01,3,688,4
206092,2024-07-01,2024-11-01,4,596,4
206093,2024-07-01,2024-07-01,0,725,11
206093,2024-07-01,2024-08-01,1,805,9
206093,2024-07-01,2024-09-01,2,816,6
206094,2024-07-01,2024-07-01,0,560,6
206094,2024-07-01,2024-08-01,1,467,10
206094,2024-07-01,2024-09-01,2,365,7
206095,2024-07-01,2024-07-01,0,504,8
206096,2024-07-01,2024-07-01,0,454,5
206096,2024-07-01,2024-08-01,1,578,9
206097,2024-07-01,2024-07-01,0,770,6
206097,2024-07-01,2024-08-01,1,786,8
206098,2024-07-01,2024-07-01,0,469,5
206098,2024-07-01,2024-08-01,1,629,8
206099,2024-07-01,2024-07-01,0,855,8
206100,2024-07-01,2024-07-01,0,579,12
206101,2024-07-01,2024-07-01,0,257,10
206101,2024-07-01,2024-08-01,1,108,5
206101,2024-07-01,2024-09-01,2,363,7
206101,2024-07-01,2024-10-01,3,182,7
206102,2024-07-01,2024-07-01,0,227,5
206102,2024-07-01,2024-08-01,1,368,7
206102,2024-07-01,2024-09-01,2,520,5
206103,2024-07-01,2024-07-01,0,430,10
206103,2024-07-01,2024-08-01,1,607,10
206103,2024-07-01,2024-09-01,2,428,7
206103,2024-07-01,2024-10-01,3,466,7
206103,2024-07-01,2024-11-01,4,543,2
206103,2024-07-01,2024-12-01,5,431,7
206104,2024-07-01,2024-07-01,0,250,11
206105,2024-07-01,2024-07-01,0,650,12
206105,2024-07-01,2024-08-01,1,580,5
206105,2024-07-01,2024-09-01,2,301,6
206105,2024-07-01,2024-10-01,3,504,7
206106,2024-07-01,2024-07-01,0,718,9
206107,2024-07-01,2024-07-01,0,301,10
206108,2024-07-01,2024-07-01,0,233,11
206109,2024-07-01,2024-07-01,0,725,9
206109,2024-07-01,2024-08-01,1,578,11
206109,2024-07-01,2024-09-01,2,562,10
206110,2024-07-01,2024-07-01,0,852,7
206110,2024-07-01,2024-08-01,1,909,6
206110,2024-07-01,2024-09-01,2,838,8
206111,2024-07-01,2024-07-01,0,707,12
206111,2024-07-01,2024-08-01,1,725,5
206112,2024-07-01,2024-07-01,0,722,8
206112,2024-07-01,2024-08-01,1,1031,8
206112,2024-07-01,2024-09-01,2,731,9
206112,2024-07-01,2024-10-01,3,625,11
206113,2024-07-01,2024-07-01,0,768,6
206114,2024-07-01,2024-07-01,0,695,12
206115,2024-07-01,2024-07-01,0,649,11
206115,2024-07-01,2024-08-01,1,493,4
206116,2024-07-01,2024-07-01,0,910,6
206116,2024-07-01,2024-08-01,1,665,8
206116,2024-07-01,2024-09-01,2,633,6
206116,2024-07-01,2024-10-01,3,785,8
206117,2024-07-01,2024-07-01,0,887,5
206117,2024-07-01,2024-08-01,1,748,10
206117,2024-07-01,2024-09-01,2,964,7
206118,2024-07-01,2024-07-01,0,167,11
206118,2024-07-01,2024-08-01,1,137,4
206118,2024-07-01,2024-09-01,2,322,8
206118,2024-07-01,2024-10-01,3,379,4
206118,2024-07-01,2024-11-01,4,309,6
206119,2024-07-01,2024-07-01,0,668,9
206119,2024-07-01,2024-08-01,1,651,8
206120,2024-07-01,2024-07-01,0,616,10
206120,2024-07-01,2024-08-01,1,757,9
206120,2024-07-01,2024-09-01,2,621,7
206121,2024-07-01,2024-07-01,0,963,7
206121,2024-07-01,2024-08-01,1,769,6
206121,2024-07-01,2024-09-01,2,1111,14
206122,2024-07-01,2024-07-01,0,488,5
206123,2024-07-01,2024-07-01,0,353,11
206123,2024-07-01,2024-08-01,1,343,9
206124,2024-07-01,2024-07-01,0,425,12
206125,2024-07-01,2024-07-01,0,620,5
206125,2024-07-01,2024-08-01,1,464,9
206126,2024-07-01,2024-07-01,0,525,12
206126,2024-07-01,2024-08-01,1,592,10
206127,2024-07-01,2024-07-01,0,348,10
206127,2024-07-01,2024-08-01,1,336,4
206127,2024-07-01,2024-09-01,2,487,7
206127,2024-07-01,2024-10-01,3,426,8
206128,2024-07-01,2024-07-01,0,356,11
206128,2024-07-01,2024-08-01,1,263,5
206128,2024-07-01,2024-09-01,2,194,8
206129,2024-07-01,2024-07-01,0,325,7
206129,2024-07-01,2024-08-01,1,302,12
206129,2024-07-01,2024-09-01,2,257,5
206130,2024-07-01,2024-07-01,0,871,9
206130,2024-07-01,2024-08-01,1,633,8
206131,2024-07-01,2024-07-01,0,211,11
206131,2024-07-01,2024-08-01,1,134,7
206132,2024-07-01,2024-07-01,0,619,8
206132,2024-07-01,2024-08-01,1,631,10
206132,2024-07-01,2024-09-01,2,486,5
206132,2024-07-01,2024-10-01,3,647,8
206132,2024-07-01,2024-11-01,4,573,10
206132,2024-07-01,2024-12-01,5,620,3
206133,2024-07-01,2024-07-01,0,67,8
206133,2024-07-01,2024-08-01,1,119,7
206133,2024-07-01,2024-09-01,2,157,9
206133,2024-07-01,2024-10-01,3,139,5
206133,2024-07-01,2024-11-01,4,0,6
206133,2024-07-01,2024-12-01,5,324,7
206133,2024-07-01,2025-01-01,6,37,5
206134,2024-07-01,2024-07-01,0,778,9
206134,2024-07-01,2024-08-01,1,844,9
206134,2024-07-01,2024-09-01,2,792,7
206135,2024-07-01,2024-07-01,0,701,8
206135,2024-07-01,2024-08-01,1,718,5
206135,2024-07-01,2024-09-01,2,574,10
206135,2024-07-01,2024-10-01,3,461,5
206136,2024-07-01,2024-07-01,0,870,9
206136,2024-07-01,2024-08-01,1,882,5
206136,2024-07-01,2024-09-01,2,857,8
206137,2024-07-01,2024-07-01,0,577,11
206137,2024-07-01,2024-08-01,1,463,10
206137,2024-07-01,2024-09-01,2,400,7
206137,2024-07-01,2024-10-01,3,343,9
206137,2024-07-01,2024-11-01,4,459,8
206137,2024-07-01,2024-12-01,5,452,5
206137,2024-07-01,2025-01-01,6,533,9
206138,2024-07-01,2024-07-01,0,448,8
206138,2024-07-01,2024-08-01,1,332,8
206138,2024-07-01,2024-09-01,2,484,6
206139,2024-07-01,2024-07-01,0,558,9
206139,2024-07-01,2024-08-01,1,571,10
206139,2024-07-01,2024-09-01,2,647,7
206140,2024-07-01,2024-07-01,0,651,5
206140,2024-07-01,2024-08-01,1,576,6
206140,2024-07-01,2024-09-01,2,470,10
206141,2024-07-01,2024-07-01,0,613,10
206141,2024-07-01,2024-08-01,1,552,9
206142,2024-07-01,2024-07-01,0,424,7
206142,2024-07-01,2024-08-01,1,326,8
206142,2024-07-01,2024-09-01,2,367,6
206142,2024-07-01,2024-10-01,3,383,4
206142,2024-07-01,2024-11-01,4,254,9
206142,2024-07-01,2024-12-01,5,456,2
206143,2024-07-01,2024-07-01,0,94,10
206143,2024-07-01,2024-08-01,1,312,7
206144,2024-07-01,2024-07-01,0,780,8
206144,2024-07-01,2024-08-01,1,761,4
206145,2024-07-01,2024-07-01,0,585,4
206146,2024-07-01,2024-07-01,0,352,7
206146,2024-07-01,2024-08-01,1,136,6
206146,2024-07-01,2024-09-01,2,162,7
206146,2024-07-01,2024-10-01,3,208,6
206146,2024-07-01,2024-11-01,4,156,11
206147,2024-07-01,2024-07-01,0,729,10
206148,2024-07-01,2024-07-01,0,559,11
206148,2024-07-01,2024-08-01,1,675,7
206149,2024-07-01,2024-07-01,0,569,12
206149,2024-07-01,2024-08-01,1,698,6
206149,2024-07-01,2024-09-01,2,710,9
206150,2024-07-01,2024-07-01,0,309,6
206150,2024-07-01,2024-08-01,1,365,9
206150,2024-07-01,2024-09-01,2,300,8
206151,2024-07-01,2024-07-01,0,449,6
206151,2024-07-01,2024-08-01,1,431,10
206152,2024-07-01,2024-07-01,0,688,7
206152,2024-07-01,2024-08-01,1,550,4
206152,2024-07-01,2024-09-01,2,670,7
206153,2024-07-01,2024-07-01,0,314,6
206154,2024-07-01,2024-07-01,0,843,12
206155,2024-07-01,2024-07-01,0,738,9
206155,2024-07-01,2024-08-01,1,465,7
206156,2024-07-01,2024-07-01,0,650,7
206156,2024-07-01,2024-08-01,1,717,8
206156,2024-07-01,2024-09-01,2,641,9
206157,2024-07-01,2024-07-01,0,469,5
206157,2024-07-01,2024-08-01,1,78,11
206157,2024-07-01,2024-09-01,2,333,8
206157,2024-07-01,2024-10-01,3,353,8
206157,2024-07-01,2024-11-01,4,129,4
206157,2024-07-01,2024-12-01,5,252,10
206158,2024-07-01,2024-07-01,0,408,11
206159,2024-07-01,2024-07-01,0,478,11
206159,2024-07-01,2024-08-01,1,554,5
206160,2024-07-01,2024-07-01,0,928,7
206160,2024-07-01,2024-08-01,1,705,12
206160,2024-07-01,2024-09-01,2,717,6
206160,2024-07-01,2024-10-01,3,725,7
206161,2024-07-01,2024-07-01,0,370,10
206161,2024-07-01,2024-08-01,1,318,10
206162,2024-07-01,2024-07-01,0,299,7
206162,2024-07-01,2024-08-01,1,285,5
206162,2024-07-01,2024-09-01,2,201,7
206163,2024-07-01,2024-07-01,0,557,4
206163,2024-07-01,2024-08-01,1,325,10
206164,2024-07-01,2024-07-01,0,659,9
206165,2024-07-01,2024-07-01,0,812,11
206165,2024-07-01,2024-08-01,1,747,7
206165,2024-07-01,2024-09-01,2,946,9
206166,2024-07-01,2024-07-01,0,303,9
206167,2024-07-01,2024-07-01,0,435,10
206167,2024-07-01,2024-08-01,1,135,8
206167,2024-07-01,2024-09-01,2,520,5
206167,2024-07-01,2024-10-01,3,256,7
206168,2024-07-01,2024-07-01,0,614,10
206169,2024-07-01,2024-07-01,0,452,9
206170,2024-07-01,2024-07-01,0,589,9
206170,2024-07-01,2024-08-01,1,483,7
206170,2024-07-01,2024-09-01,2,436,4
206171,2024-07-01,2024-07-01,0,398,9
206172,2024-07-01,2024-07-01,0,393,8
206173,2024-07-01,2024-07-01,0,850,7
206173,2024-07-01,2024-08-01,1,685,6
206173,2024-07-01,2024-09-01,2,666,4
206174,2024-07-01,2024-07-01,0,488,7
206174,2024-07-01,2024-08-01,1,265,11
206174,2024-07-01,2024-09-01,2,454,9
206174,2024-07-01,2024-10-01,3,272,9
206174,2024-07-01,2024-11-01,4,507,2
206175,2024-07-01,2024-07-01,0,968,9
206175,2024-07-01,2024-08-01,1,971,9
206176,2024-07-01,2024-07-01,0,267,7
206176,2024-07-01,2024-08-01,1,213,6
206176,2024-07-01,2024-09-01,2,281,9
206176,2024-07-01,2024-10-01,3,260,8
206177,2024-07-01,2024-07-01,0,742,8
206177,2024-07-01,2024-08-01,1,896,9
206177,2024-07-01,2024-09-01,2,747,6
206177,2024-07-01,2024-10-01,3,824,6
206178,2024-07-01,2024-07-01,0,966,6
206178,2024-07-01,2024-08-01,1,768,7
206179,2024-07-01,2024-07-01,0,848,11
206179,2024-07-01,2024-08-01,1,832,9
206179,2024-07-01,2024-09-01,2,799,5
206179,2024-07-01,2024-10-01,3,653,9
206179,2024-07-01,2024-11-01,4,462,7
206179,2024-07-01,2024-12-01,5,546,5
206179,2024-07-01,2025-01-01,6,662,5
206180,2024-07-01,2024-07-01,0,320,7
206180,2024-07-01,2024-08-01,1,81,7
206181,2024-07-01,2024-07-01,0,706,9
206181,2024-07-01,2024-08-01,1,598,13
206182,2024-07-01,2024-07-01,0,370,8
206183,2024-07-01,2024-07-01,0,617,11
206183,2024-07-01,2024-08-01,1,645,9
206184,2024-07-01,2024-07-01,0,893,9
206184,2024-07-01,2024-08-01,1,710,8
206184,2024-07-01,2024-09-01,2,666,8
206184,2024-07-01,2024-10-01,3,577,6
206184,2024-07-01,2024-11-01,4,789,5
206184,2024-07-01,2024-12-01,5,744,4
206184,2024-07-01,2025-01-01,6,480,6
206185,2024-07-01,2024-07-01,0,843,4
206186,2024-07-01,2024-07-01,0,819,10
206186,2024-07-01,2024-08-01,1,457,9
206186,2024-07-01,2024-09-01,2,772,7
206187,2024-07-01,2024-07-01,0,410,10
206187,2024-07-01,2024-08-01,1,100,5
206187,2024-07-01,2024-09-01,2,293,8
206188,2024-07-01,2024-07-01,0,565,13
206188,2024-07-01,2024-08-01,1,591,9
206189,2024-07-01,2024-07-01,0,888,8
206190,2024-07-01,2024-07-01,0,141,7
206190,2024-07-01,2024-08-01,1,33,7
206190,2024-07-01,2024-09-01,2,63,5
206190,2024-07-01,2024-10-01,3,230,6
206191,2024-07-01,2024-07-01,0,554,9
206191,2024-07-01,2024-08-01,1,607,7
206191,2024-07-01,2024-09-01,2,652,8
206191,2024-07-01,2024-10-01,3,468,6
206191,2024-07-01,2024-11-01,4,565,9
206191,2024-07-01,2024-12-01,5,458,8
206191,2024-07-01,2025-01-01,6,393,7
206192,2024-07-01,2024-07-01,0,475,7
206193,2024-07-01,2024-07-01,0,611,11
206193,2024-07-01,2024-08-01,1,345,8
206193,2024-07-01,2024-09-01,2,522,10
206193,2024-07-01,2024-10-01,3,364,5
206194,2024-07-01,2024-07-01,0,438,11
206194,2024-07-01,2024-08-01,1,449,9
206195,2024-07-01,2024-07-01,0,631,10
206195,2024-07-01,2024-08-01,1,754,10
206195,2024-07-01,2024-09-01,2,524,8
206195,2024-07-01,2024-10-01,3,690,9
206195,2024-07-01,2024-11-01,4,752,6
206195,2024-07-01,2024-12-01,5,707,8
206195,2024-07-01,2025-01-01,6,769,8
206196,2024-07-01,2024-07-01,0,366,7
206196,2024-07-01,2024-08-01,1,412,7
206197,2024-07-01,2024-07-01,0,656,11
206198,2024-07-01,2024-07-01,0,796,11
206198,2024-07-01,2024-08-01,1,636,6
206198,2024-07-01,2024-09-01,2,717,6
206198,2024-07-01,2024-10-01,3,552,7
206199,2024-07-01,2024-07-01,0,686,9
206199,2024-07-01,2024-08-01,1,595,5
206199,2024-07-01,2024-09-01,2,507,5
206200,2024-07-01,2024-07-01,0,504,9
206200,2024-07-01,2024-08-01,1,395,5
206200,2024-07-01,2024-09-01,2,397,6
206200,2024-07-01,2024-10-01,3,372,5
206201,2024-07-01,2024-07-01,0,541,10
206202,2024-07-01,2024-07-01,0,276,8
206203,2024-07-01,2024-07-01,0,312,10
206203,2024-07-01,2024-08-01,1,419,6
206204,2024-07-01,2024-07-01,0,473,11
206204,2024-07-01,2024-08-01,1,171,6
206205,2024-07-01,2024-07-01,0,157,10
206206,2024-07-01,2024-07-01,0,349,7
206207,2024-07-01,2024-07-01,0,624,11
206207,2024-07-01,2024-08-01,1,603,7
206208,2024-07-01,2024-07-01,0,358,10
206208,2024-07-01,2024-08-01,1,381,12
206208,2024-07-01,2024-09-01,2,383,7
206208,2024-07-01,2024-10-01,3,304,3
206208,2024-07-01,2024-11-01,4,223,6
206209,2024-07-01,2024-07-01,0,414,8
206209,2024-07-01,2024-08-01,1,327,8
206210,2024-07-01,2024-07-01,0,385,11
206210,2024-07-01,2024-08-01,1,153,11
206211,2024-07-01,2024-07-01,0,244,9
206212,2024-07-01,2024-07-01,0,711,9
206212,2024-07-01,2024-08-01,1,770,6
206213,2024-07-01,2024-07-01,0,464,8
206213,2024-07-01,2024-08-01,1,338,6
206213,2024-07-01,2024-09-01,2,446,9
206213,2024-07-01,2024-10-01,3,476,5
206214,2024-07-01,2024-07-01,0,320,10
206214,2024-07-01,2024-08-01,1,385,7
206214,2024-07-01,2024-09-01,2,438,10
206215,2024-07-01,2024-07-01,0,555,5
206215,2024-07-01,2024-08-01,1,629,11
206216,2024-07-01,2024-07-01,0,668,10
206216,2024-07-01,2024-08-01,1,613,8
206216,2024-07-01,2024-09-01,2,416,9
206216,2024-07-01,2024-10-01,3,374,9
206217,2024-07-01,2024-07-01,0,158,6
206217,2024-07-01,2024-08-01,1,231,8
206217,2024-07-01,2024-09-01,2,85,3
206217,2024-07-01,2024-10-01,3,82,6
206217,2024-07-01,2024-11-01,4,118,9
206218,2024-07-01,2024-07-01,0,463,8
206218,2024-07-01,2024-08-01,1,652,8
206219,2024-07-01,2024-07-01,0,462,12
206220,2024-07-01,2024-07-01,0,702,9
206220,2024-07-01,2024-08-01,1,621,5
206220,2024-07-01,2024-09-01,2,507,5
206220,2024-07-01,2024-10-01,3,539,8
206220,2024-07-01,2024-11-01,4,676,6
206220,2024-07-01,2024-12-01,5,429,6
206221,2024-07-01,2024-07-01,0,453,8
206222,2024-07-01,2024-07-01,0,727,11
206222,2024-07-01,2024-08-01,1,625,8
206222,2024-07-01,2024-09-01,2,628,7
206222,2024-07-01,2024-10-01,3,505,9
206222,2024-07-01,2024-11-01,4,703,8
206222,2024-07-01,2024-12-01,5,353,4
206223,2024-07-01,2024-07-01,0,366,6
206224,2024-07-01,2024-07-01,0,313,8
206224,2024-07-01,2024-08-01,1,284,5
206224,2024-07-01,2024-09-01,2,301,8
206224,2024-07-01,2024-10-01,3,75,4
206224,2024-07-01,2024-11-01,4,205,7
206224,2024-07-01,2024-12-01,5,306,8
206225,2024-07-01,2024-07-01,0,194,8
206226,2024-07-01,2024-07-01,0,765,9
206227,2024-07-01,2024-07-01,0,245,12
206227,2024-07-01,2024-08-01,1,245,7
206227,2024-07-01,2024-09-01,2,372,6
206227,2024-07-01,2024-10-01,3,277,7
206227,2024-07-01,2024-11-01,4,72,5
206227,2024-07-01,2024-12-01,5,190,6
206228,2024-07-01,2024-07-01,0,847,11
206228,2024-07-01,2024-08-01,1,819,5
206228,2024-07-01,2024-09-01,2,684,7
206228,2024-07-01,2024-10-01,3,717,5
206229,2024-07-01,2024-07-01,0,277,9
206229,2024-07-01,2024-08-01,1,357,8
206230,2024-07-01,2024-07-01,0,645,6
206230,2024-07-01,2024-08-01,1,616,9
206230,2024-07-01,2024-09-01,2,707,8
206231,2024-07-01,2024-07-01,0,367,12
206232,2024-07-01,2024-07-01,0,829,9
206232,2024-07-01,2024-08-01,1,701,3
206232,2024-07-01,2024-09-01,2,810,6
206232,2024-07-01,2024-10-01,3,615,10
206232,2024-07-01,2024-11-01,4,605,8
206233,2024-07-01,2024-07-01,0,406,6
206233,2024-07-01,2024-08-01,1,525,7
206233,2024-07-01,2024-09-01,2,225,9
206233,2024-07-01,2024-10-01,3,546,4
206234,2024-07-01,2024-07-01,0,211,8
206234,2024-07-01,2024-08-01,1,361,9
206235,2024-07-01,2024-07-01,0,593,12
206235,2024-07-01,2024-08-01,1,504,5
206235,2024-07-01,2024-09-01,2,464,9
206235,2024-07-01,2024-10-01,3,511,7
206236,2024-07-01,2024-07-01,0,602,7
206236,2024-07-01,2024-08-01,1,337,7
206236,2024-07-01,2024-09-01,2,411,6
206237,2024-07-01,2024-07-01,0,254,10
206237,2024-07-01,2024-08-01,1,406,10
206237,2024-07-01,2024-09-01,2,587,6
206237,2024-07-01,2024-10-01,3,433,5
206238,2024-07-01,2024-07-01,0,639,12
206238,2024-07-01,2024-08-01,1,426,10
206238,2024-07-01,2024-09-01,2,522,9
206238,2024-07-01,2024-10-01,3,441,9
206238,2024-07-01,2024-11-01,4,480,4
206238,2024-07-01,2024-12-01,5,390,6
206238,2024-07-01,2025-01-01,6,457,3
206239,2024-07-01,2024-07-01,0,432,13
206240,2024-07-01,2024-07-01,0,854,8
206241,2024-07-01,2024-07-01,0,620,7
206241,2024-07-01,2024-08-01,1,440,10
206241,2024-07-01,2024-09-01,2,354,6
206241,2024-07-01,2024-10-01,3,473,3
206242,2024-07-01,2024-07-01,0,968,11
206242,2024-07-01,2024-08-01,1,682,3
206242,2024-07-01,2024-09-01,2,808,9
206243,2024-07-01,2024-07-01,0,347,9
206243,2024-07-01,2024-08-01,1,266,5
206243,2024-07-01,2024-09-01,2,204,6
206243,2024-07-01,2024-10-01,3,274,8
206244,2024-07-01,2024-07-01,0,549,10
206244,2024-07-01,2024-08-01,1,531,7
206244,2024-07-01,2024-09-01,2,643,10
206245,2024-07-01,2024-07-01,0,621,8
206245,2024-07-01,2024-08-01,1,618,7
206246,2024-07-01,2024-07-01,0,765,7
206246,2024-07-01,2024-08-01,1,917,7
206247,2024-07-01,2024-07-01,0,442,12
206247,2024-07-01,2024-08-01,1,507,10
